,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Categorical,Discrete,Discrete,Discrete,Discrete,Discrete,Continuous,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction,Infraction Group,Infraction Group,Infraction Group,Vol,Vol,Vol,Vol,Vol,Vol,Vol,Vol,Vol,Solvabilité,Solvabilité,Solvabilité,Solvabilité,Solvabilité,Solvabilité,Solvabilité,Solvabilité,Contexte,Contexte,Contexte,Contexte,Contexte,Contexte,Contexte,Contexte,Contexte,Contexte
190,Orienté - Enquête débouchant hors du territoire de compétence,Déterminé - Date précise ,N,Privé,Habitation individuelle,VHL non identifié,Aucune,Rationalité,Aucun,Non,UT,Compétence lieu de domicile Auteur,Victime plainte guichet,Aucun,0,Réactif - Auto-résolution (CILA),1,Déterminé - Matin (07-12h00),2,2,4,1,335,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
189,Orienté - Eléments non concrétisés à la clôture,Déterminé - Date précise ,N,Public,Fast food,Inconnu,Aucune,Opportunité,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Déterminé - Après-midi (12-17h00),1,1,2,1,167,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
188,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Chantier,Inconnu,Aucune,Rationalité,Aucun,Non,UT,Sans objet,Victime appel,Patrouilleur,1,Réactif – Investigation (CILA),1,Non déterminé - Découverte au matin,1,1,7,1,230,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
187,Non résolu - Mise en cause insuffisamment caractérisée,Déterminé - Date précise ,N,Public,Cabinet médical,Piéton,Arme blanche / contondante,Inconnu,Aucun,Connaissance,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif - Auto-résolution (CILA),1,Déterminé - Après-midi (12-17h00),1,1,1,1,-68,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
186,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Privé,Habitation individuelle,Inconnu,Aucune,Rationalité,Aucun,Non,UT,Sans objet,Victime appel,Patrouilleur,1,Réactif – Investigation (CILA),1,Non déterminé - Découverte au matin,1,2,6,1,375,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
185,Résolu - Total,Déterminé - Date précise ,N,Public,Station service,VHL proprio (l'auteur est le propriétaire),Aucune,Opportunité,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif - Auto-résolution (CILA),1,Déterminé - Matin (07-12h00),1,2,2,1,385,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
184,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Parking,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte au matin,1,1,1,1,62,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
183,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Privé,Habitation individuelle,Inconnu,Aucune,Rationalité,Aucun,Non,UT,Sans objet,Victime appel,Patrouilleur,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte fin de journée,1,1,2,1,80,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
182,Orienté - Enquête débouchant hors du territoire de compétence,Déterminé - Date précise ,N,Autre,Internet,Aucun,Aucune,Rationalité,Aucun,Non,UT,Compétence lieu de domicile Auteur,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Non déterminé - inconnu,2,2,2,1,103,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
181,Résolu - Total,Déterminé - Date précise ,N,Public,Voie publique,"VHL tiers (appartenant à un tiers dont location, ...)",Aucune,Négligence / Imprudence,Consommation d'alcool ou de drogue,Non,UT,Sans objet,Unité en patrouille,Patrouilleur,0,Réactif - Flagrant-délit (LCIA),1,Déterminé - Après-midi (12-17h00),1,1,2,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
180,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Privé,Habitation individuelle,Inconnu,Aucune,Rationalité,Aucun,Non,UT,Sans objet,Victime appel,Patrouilleur,0,Réactif – Investigation (CILA),1,Déterminé - Soir (17-22h00),1,1,2,1,82,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
179,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Privé,Habitation individuelle,Inconnu,Aucune,Rationalité,Aucun,Non,UT,Sans objet,Victime appel,Patrouilleur,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte fin de journée,1,1,1,1,54,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
178,Résolu - Total,Déterminé - Date précise ,N,Public,Place,Inconnu,Arme blanche / contondante,Emotion,Consommation d'alcool ou de drogue,Connaissance,UT,Sans objet,Victime appel,Patrouilleur,0,Réactif - Auto-résolution (CILA),1,Déterminé - Soir (17-22h00),1,1,4,1,12,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
177,Résolu - Total,Déterminé - Date précise ,N,Public,Voie publique,VHL proprio (l'auteur est le propriétaire),Aucune,Négligence / Imprudence,Consommation d'alcool ou de drogue,Non,UT,Sans objet,Victime appel,Patrouilleur,0,Réactif - Flagrant-délit (LCIA),1,Déterminé - Après-midi (12-17h00),1,1,3,1,26,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
176,Orienté - Enquête débouchant hors du territoire de compétence,Déterminé - Date précise ,N,Autre,Internet,Aucun,Aucune,Rationalité,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Déterminé - Soir (17-22h00),1,1,2,1,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
175,Résolu - Total,Déterminé - Date précise ,O,Public,Voie publique,VHL proprio (l'auteur est le propriétaire),Aucune,Rationalité,Aucun,Non,Co-saisine UT-BR,Sans objet,Témoin direct (autre),Patrouilleur,0,Réactif - Flagrant-délit (LCIA),1,Déterminé - Après-midi (12-17h00),1,1,10,1,2,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
174,Résolu - Total,Déterminé - Date précise ,N,Public,Parc d'attraction,Aucun,Pieds / mains,Emotion,Aucun,Non,UT,Sans objet,Témoin direct (autre),Patrouilleur,0,Réactif - Flagrant-délit (LCIA),1,Déterminé - Après-midi (12-17h00),1,1,1,1,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
173,Résolu - Total,Déterminé - Date précise ,N,Public,Salle des fêtes,Inconnu,Pieds / mains,Emotion,Consommation d'alcool ou de drogue,Connaissance,UT,Sans objet,Victime appel,Patrouilleur,0,Réactif – Investigation (CILA),1,Déterminé – Nuit 2 (02-07h00),1,1,1,1,128,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
172,Résolu - Partiel,Déterminé - Infractions multiples,N,Privé,Habitation individuelle,Aucun,Aucune,Emotion,Consommation d'alcool ou de drogue,Membre famille,UT,Compétence lieu de domicile Auteur,Victime plainte guichet,Aucun,0,Réactif - Auto-résolution (CILA),1,Non déterminé - inconnu,2,2,4,1,626,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False
171,Résolu - Total,Déterminé - Date précise ,O,Privé,Parking,Aucun,Aucune,Rationalité,Aucun,Connaissance,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif - Auto-résolution (CILA),1,Non déterminé - Découverte fin de journée,1,1,2,1,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
170,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Autre,Internet,Aucun,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Non déterminé - inconnu,1,1,1,1,34,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
169,Résolu - Total,Déterminé - Infractions multiples,N,Autre,Internet,Aucun,Aucune,Rationalité,Aucun,Connaissance,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif - Auto-résolution (CILA),2,Non déterminé - inconnu,1,1,2,2,51,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
168,Orienté - Enquête débouchant hors du territoire de compétence,Déterminé - Date précise ,N,Public,Magasin,"VHL tiers (appartenant à un tiers dont location, ...)",Aucune,Rationalité,Aucun,Non,UT,Compétence lieu de domicile Auteur,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Déterminé - Soir (17-22h00),2,2,2,1,3,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
167,Non résolu - Auteur non identifié,Déterminé - Date précise ,O,Privé,Habitation individuelle,Inconnu,Aucune,Rationalité,Aucun,Non,UT,Sans objet,Témoin indirect (voisin),Patrouilleur,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte fin de journée,1,1,3,1,90,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
166,Résolu - Partiel,Déterminé - Infractions multiples,N,Privé,Locaux commerciaux,Inconnu,Aucune,Rationalité,Aucun,Non,UT,Sans objet,Victime appel,Aucun,0,Réactif - Auto-résolution (CILA),1,Non déterminé - inconnu,1,1,7,1,41,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
165,Résolu - Total,Déterminé - Date précise ,N,Public,Forêt,VHL proprio (l'auteur est le propriétaire),Arme à feu,Emotion,Consommation d'alcool ou de drogue,Non,UT,Sans objet,Pompiers,Patrouilleur + enquêteur spécialisé,1,Réactif – Investigation (CILA),4,Déterminé - Après-midi (12-17h00),1,1,9,4,158,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
164,Orienté - Enquête débouchant hors du territoire de compétence,Déterminé - Infractions multiples,N,Public,Garage,Aucun,Aucune,Négligence / Imprudence,Aucun,Connaissance,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif - Auto-résolution (CILA),2,Non déterminé - inconnu,2,2,19,2,116,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True
163,Non résolu - Auteur non identifié,Non déterminé - Découverte suite à période d'absence,N,Public,Voie publique,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Unité en patrouille,Patrouilleur,0,Réactif – Investigation (CILA),1,Non déterminé - inconnu,1,1,2,1,54,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
162,Orienté - Eléments non concrétisés à la clôture,Déterminé - Date précise ,N,Public,Voie publique,VHL proprio (l'auteur est le propriétaire),Aucune,Négligence / Imprudence,Aucun,Connaissance,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif - Auto-résolution (CILA),1,Déterminé - Après-midi (12-17h00),1,1,1,1,55,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
161,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Vestiaire,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Déterminé - Soir (17-22h00),1,1,1,1,36,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
160,Résolu - Total,Déterminé - Date précise ,N,Public,Magasin,Aucun,Aucune,Négligence / Imprudence,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif - Auto-résolution (CILA),2,Déterminé - Matin (07-12h00),1,1,1,2,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
159,Orienté - Enquête débouchant hors du territoire de compétence,Déterminé - Date précise ,N,Public,Voie publique,VHL proprio (l'auteur est le propriétaire),Pieds / mains,Emotion,Aucun,Non,UT,Compétence lieu de domicile Auteur,Victime plainte guichet,Aucun,1,Réactif - Auto-résolution (CILA),2,Déterminé - Après-midi (12-17h00),2,2,2,2,59,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
158,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Parking,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte au matin,1,1,2,1,12,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
157,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Parking,Inconnu,Aucune,Opportunité,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Déterminé - Après-midi (12-17h00),1,1,1,1,39,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
156,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Bar,Inconnu,Aucune,Opportunité,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Déterminé - Après-midi (12-17h00),1,1,1,1,43,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
155,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Magasin,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Déterminé - Matin (07-12h00),1,1,2,1,173,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
154,Non résolu - Auteur non identifié,Déterminé - Date précise ,O,Privé,Habitation individuelle,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime appel,Patrouilleur,0,Réactif – Investigation (CILA),1,Déterminé – Nuit 2 (02-07h00),1,1,1,1,42,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False
153,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Etablissement scolaire,Aucun,Aucune,Opportunité,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Déterminé - Soir (17-22h00),1,1,1,1,2,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
152,Résolu - Total,Déterminé - Date précise ,N,Privé,Ecole maternelle,Piéton,Aucune,Rationalité,Aucun,Non,UT,Sans objet,Témoin direct (voisin),Patrouilleur,0,Réactif - Flagrant-délit (LCIA),1,Déterminé - Nuit 1 (22-02h00),1,1,4,1,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
151,Résolu - Total,Déterminé - Date précise ,N,Public,Voie publique,VHL volé,Aucune,Négligence / Imprudence,Consommation d'alcool ou de drogue,Non,UT,Sans objet,Unité en patrouille,Patrouilleur,1,Réactif - Flagrant-délit (LCIA),1,Déterminé - Nuit 1 (22-02h00),2,1,4,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
150,Orienté - Enquête débouchant hors du territoire de compétence,Déterminé - Date précise ,N,Public,Voie publique,VHL proprio (l'auteur est le propriétaire),Aucune,Négligence / Imprudence,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif - Auto-résolution (CILA),1,Déterminé - Après-midi (12-17h00),2,2,2,1,36,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
149,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Privé,Habitation collective,Inconnu,Aucune,Rationalité,Aucun,Non,UT,Sans objet,Victime appel,Patrouilleur,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte fin de journée,1,1,1,1,103,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
148,Résolu - Total,Déterminé – Infraction continue,N,Privé,Habitation individuelle,Aucun,Aucune,Rationalité,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif - Auto-résolution (CILA),1,Non déterminé - inconnu,1,1,1,1,32,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
147,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Parking,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Déterminé - Matin (07-12h00),1,1,1,1,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
146,Non résolu - Auteur non identifié,Déterminé - Date précise ,N,Public,Voie publique,Inconnu,Aucune,Inconnu,Aucun,Non,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Non déterminé - Découverte au matin,1,1,5,1,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
145,Résolu - Total,Déterminé – Infraction continue,N,Inconnu,0,Aucun,Aucune,Négligence / Imprudence,Aucun,Membre famille,UT,Sans objet,Victime plainte guichet,Aucun,0,Réactif - Auto-résolution (CILA),1,Non déterminé - inconnu,1,1,2,1,31,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
144,Orienté - Enquête débouchant hors du territoire de compétence,Déterminé - Date précise ,N,Public,Train,Autre,Aucune,Opportunité,Aucun,Non,UT,Non compétent lieu de commission (dont guichet unique),Victime plainte guichet,Aucun,0,Réactif – Investigation (CILA),1,Déterminé - Matin (07-12h00),2,2,3,1,6,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
